id,alex-Volume-volume,alex-FirstOrder-mean,alex-FirstOrder-sigma,alex-FirstOrder-sum,alex-FirstOrder-skewness,alex-FirstOrder-kurtosis,alex-FirstOrder-entropy,alex-FirstOrder-5th%,alex-FirstOrder-95th%,alex-FirstOrder-5th%mean,alex-FirstOrder-95th%mean,alex-FirstOrder-min,alex-FirstOrder-max,alex-FirstOrder-median,alex-FirstOrder-void,alex-Cooccur-energy,alex-Cooccur-entropy,alex-Cooccur-inverseDifferenceMoment,alex-Cooccur-inertia,alex-Cooccur-clusterShade,alex-Cooccur-clusterProminence,alex-RLM-ShortRunEmphasis,alex-RLM-LongRunEmphasis,alex-RLM-GreyLevelNonuniformity,alex-RLM-RunLengthNonuniformity,alex-RLM-LowGreyLevelRunEmphasis,alex-RLM-HighGreyLevelRunEmphasis,alex-RLM-ShortRunLowGreyLevelEmphasis,alex-RLM-ShortRunHighGreyLevelEmphasis,alex-RLM-LongRunLowGreyLevelEmphasis,alex-RLM-LongRunHighGreyLevelEmphasis,maya-inner-Volume-volume,maya-inner-FirstOrder-mean,maya-inner-FirstOrder-sigma,maya-inner-FirstOrder-sum,maya-inner-FirstOrder-skewness,maya-inner-FirstOrder-kurtosis,maya-inner-FirstOrder-entropy,maya-inner-FirstOrder-5th%,maya-inner-FirstOrder-95th%,maya-inner-FirstOrder-5th%mean,maya-inner-FirstOrder-95th%mean,maya-inner-FirstOrder-min,maya-inner-FirstOrder-max,maya-inner-FirstOrder-median,maya-inner-FirstOrder-void,maya-inner-Cooccur-energy,maya-inner-Cooccur-entropy,maya-inner-Cooccur-inverseDifferenceMoment,maya-inner-Cooccur-inertia,maya-inner-Cooccur-clusterShade,maya-inner-Cooccur-clusterProminence,maya-inner-RLM-ShortRunEmphasis,maya-inner-RLM-LongRunEmphasis,maya-inner-RLM-GreyLevelNonuniformity,maya-inner-RLM-RunLengthNonuniformity,maya-inner-RLM-LowGreyLevelRunEmphasis,maya-inner-RLM-HighGreyLevelRunEmphasis,maya-inner-RLM-ShortRunLowGreyLevelEmphasis,maya-inner-RLM-ShortRunHighGreyLevelEmphasis,maya-inner-RLM-LongRunLowGreyLevelEmphasis,maya-inner-RLM-LongRunHighGreyLevelEmphasis,maya-outer-Volume-volume,maya-outer-FirstOrder-mean,maya-outer-FirstOrder-sigma,maya-outer-FirstOrder-sum,maya-outer-FirstOrder-skewness,maya-outer-FirstOrder-kurtosis,maya-outer-FirstOrder-entropy,maya-outer-FirstOrder-5th%,maya-outer-FirstOrder-95th%,maya-outer-FirstOrder-5th%mean,maya-outer-FirstOrder-95th%mean,maya-outer-FirstOrder-min,maya-outer-FirstOrder-max,maya-outer-FirstOrder-median,maya-outer-FirstOrder-void,maya-outer-Cooccur-energy,maya-outer-Cooccur-entropy,maya-outer-Cooccur-inverseDifferenceMoment,maya-outer-Cooccur-inertia,maya-outer-Cooccur-clusterShade,maya-outer-Cooccur-clusterProminence,maya-outer-RLM-ShortRunEmphasis,maya-outer-RLM-LongRunEmphasis,maya-outer-RLM-GreyLevelNonuniformity,maya-outer-RLM-RunLengthNonuniformity,maya-outer-RLM-LowGreyLevelRunEmphasis,maya-outer-RLM-HighGreyLevelRunEmphasis,maya-outer-RLM-ShortRunLowGreyLevelEmphasis,maya-outer-RLM-ShortRunHighGreyLevelEmphasis,maya-outer-RLM-LongRunLowGreyLevelEmphasis,maya-outer-RLM-LongRunHighGreyLevelEmphasis,maya-both-Volume-volume,maya-both-FirstOrder-mean,maya-both-FirstOrder-sigma,maya-both-FirstOrder-sum,maya-both-FirstOrder-skewness,maya-both-FirstOrder-kurtosis,maya-both-FirstOrder-entropy,maya-both-FirstOrder-5th%,maya-both-FirstOrder-95th%,maya-both-FirstOrder-5th%mean,maya-both-FirstOrder-95th%mean,maya-both-FirstOrder-min,maya-both-FirstOrder-max,maya-both-FirstOrder-median,maya-both-FirstOrder-void,maya-both-Cooccur-energy,maya-both-Cooccur-entropy,maya-both-Cooccur-inverseDifferenceMoment,maya-both-Cooccur-inertia,maya-both-Cooccur-clusterShade,maya-both-Cooccur-clusterProminence,maya-both-RLM-ShortRunEmphasis,maya-both-RLM-LongRunEmphasis,maya-both-RLM-GreyLevelNonuniformity,maya-both-RLM-RunLengthNonuniformity,maya-both-RLM-LowGreyLevelRunEmphasis,maya-both-RLM-HighGreyLevelRunEmphasis,maya-both-RLM-ShortRunLowGreyLevelEmphasis,maya-both-RLM-ShortRunHighGreyLevelEmphasis,maya-both-RLM-LongRunLowGreyLevelEmphasis,maya-both-RLM-LongRunHighGreyLevelEmphasis
22,2.0190e+06,-6.0963e+02,2.5870e+02,-2.1996e+09,9.4150e-01,2.8230e+00,5.4115e+00,-8.7578e+02,-6.4049e+01,-9.7959e+02,6.2782e+01,-1.0240e+03,7.9100e+02,-7.0638e+02,0.0000e+00,5.3852e-04,6.1777e+00,1.2739e-01,3.4469e+02,3.3725e+05,7.1707e+07,9.9962e-01,1.0017e+00,4.4955e+04,3.6043e+06,1.0337e-03,4.8060e+03,1.0319e-03,4.8007e+03,1.0423e-03,4.8290e+03,9.9656e+04,-6.8524e+02,2.2043e+02,-1.2204e+08,1.6090e+00,4.8918e+00,5.5055e+00,-8.7659e+02,-1.5298e+02,-9.7965e+02,3.2116e+00,-1.0240e+03,2.3300e+02,-7.6632e+02,0.0000e+00,4.3934e-04,6.4709e+00,1.0443e-01,6.3072e+02,1.0257e+06,2.7214e+08,3.6446e-01,3.5650e+00,2.3232e+03,1.7681e+05,6.1440e-04,6.8440e+03,2.2328e-04,2.4964e+03,2.1929e-03,2.4347e+04,3.5786e+05,-6.3065e+02,2.3760e+02,-4.0332e+08,9.1831e-01,2.8528e+00,5.3980e+00,-8.7834e+02,-1.5784e+02,-9.7977e+02,2.9763e+00,-1.0240e+03,6.8500e+02,-7.2492e+02,0.0000e+00,5.3874e-04,6.0310e+00,1.2156e-01,3.6480e+02,2.9070e+05,6.2529e+07,7.6672e-01,1.9413e+00,8.0791e+03,6.3374e+05,8.1392e-04,4.7976e+03,6.2232e-04,3.6825e+03,1.5897e-03,9.2819e+03,4.5752e+05,-6.4254e+02,2.3505e+02,-5.2535e+08,1.0470e+00,3.1438e+00,5.3422e+00,-8.7820e+02,-1.5717e+02,-9.7977e+02,2.9763e+00,-1.0240e+03,6.8500e+02,-7.4201e+02,0.0000e+00,5.8768e-04,6.0937e+00,1.2492e-01,3.5963e+02,3.2167e+05,6.6074e+07,7.6668e-01,1.9416e+00,1.1064e+04,8.1011e+05,8.7213e-04,4.5621e+03,6.6724e-04,3.5015e+03,1.7011e-03,8.8280e+03
23,2.3848e+06,-5.7539e+02,2.5512e+02,-3.0397e+09,7.9686e-01,2.6105e+00,5.4464e+00,-8.6688e+02,-4.9630e+01,-9.8282e+02,6.3811e+01,-1.0240e+03,9.2900e+02,-6.4316e+02,0.0000e+00,3.8104e-04,7.8353e+00,1.2336e-01,2.4633e+02,2.2326e+05,4.8116e+07,9.9965e-01,1.0015e+00,5.7153e+04,5.2780e+06,9.1006e-04,4.6353e+03,9.0987e-04,4.6311e+03,9.1080e-04,4.6534e+03,1.5652e+05,-6.2540e+02,2.2269e+02,-2.1685e+08,1.0237e+00,3.1601e+00,5.8929e+00,-8.6611e+02,-1.6214e+02,-9.8282e+02,8.3744e+00,-1.0100e+03,1.7600e+02,-7.0757e+02,0.0000e+00,2.0927e-04,5.8570e+00,8.6467e-02,5.8393e+02,8.0027e+05,2.3288e+08,5.3727e-01,2.8600e+00,2.9221e+03,3.4457e+05,3.5092e-04,9.2856e+03,1.8757e-04,4.9922e+03,1.0086e-03,2.6516e+04,3.9228e+05,-6.0732e+02,2.3344e+02,-5.2776e+08,7.9600e-01,2.7297e+00,5.6605e+00,-8.7449e+02,-1.3946e+02,-9.8398e+02,1.3075e+01,-1.0240e+03,5.6100e+02,-6.6738e+02,0.0000e+00,2.7851e-04,6.5471e+00,1.0111e-01,3.5792e+02,3.0295e+05,7.6831e+07,9.9766e-01,1.0099e+00,8.2438e+03,8.6365e+05,8.6334e-04,6.0185e+03,8.6003e-04,6.0071e+03,8.7752e-04,6.0658e+03,5.4880e+05,-6.1248e+02,2.3057e+02,-7.4461e+08,8.5786e-01,2.8337e+00,5.6160e+00,-8.7179e+02,-1.4459e+02,-9.8355e+02,1.1623e+01,-1.0240e+03,5.6100e+02,-6.8323e+02,0.0000e+00,3.0012e-04,6.5663e+00,1.0440e-01,3.4904e+02,3.1354e+05,7.5739e+07,9.9757e-01,1.0104e+00,1.2050e+04,1.2080e+06,7.6432e-04,5.8716e+03,7.6141e-04,5.8605e+03,7.7676e-04,5.9177e+03
24,4.7987e+06,-6.4823e+02,2.3664e+02,-6.1233e+09,1.4401e+00,5.5645e+00,4.2312e+00,-9.1105e+02,-8.1097e+01,-9.8780e+02,5.1105e+01,-1.0240e+03,3.0710e+03,-7.1688e+02,0.0000e+00,1.4692e-03,9.0621e+00,1.9337e-01,6.2867e+01,3.3389e+04,3.5566e+06,9.9960e-01,1.0017e+00,2.5131e+05,9.4362e+06,6.8702e-03,7.9529e+02,6.8647e-03,7.9430e+02,6.8940e-03,7.9952e+02,2.1979e+05,-6.8556e+02,2.1595e+02,-2.9661e+08,1.5624e+00,5.1538e+00,5.6947e+00,-9.1012e+02,-1.6002e+02,-9.8757e+02,1.1178e+01,-1.0240e+03,2.6200e+02,-7.4751e+02,0.0000e+00,1.8567e-04,7.0119e+00,6.9076e-02,6.2054e+02,8.8597e+05,2.4331e+08,9.9811e-01,1.0078e+00,4.3141e+03,4.3049e+05,9.1736e-04,6.4547e+03,9.1409e-04,6.4455e+03,9.3061e-04,6.4926e+03,5.8030e+05,-6.7206e+02,1.8787e+02,-7.6770e+08,1.1658e+00,4.7072e+00,4.6728e+00,-9.0676e+02,-2.9493e+02,-9.8667e+02,2.0440e+00,-1.0240e+03,1.6660e+03,-7.1465e+02,0.0000e+00,6.8377e-04,9.1194e+00,1.3531e-01,1.3156e+02,4.4974e+04,6.1729e+06,9.9696e-01,1.0126e+00,2.1757e+04,1.1331e+06,3.7226e-03,1.4752e+03,3.7050e-03,1.4718e+03,3.7979e-03,1.4895e+03,8.0009e+05,-6.7577e+02,1.9607e+02,-1.0643e+09,1.3056e+00,4.9013e+00,4.6770e+00,-9.0840e+02,-2.6803e+02,-9.8712e+02,3.1096e+00,-1.0240e+03,1.6660e+03,-7.1465e+02,0.0000e+00,7.0409e-04,8.9203e+00,1.3551e-01,1.3449e+02,5.8718e+04,7.8925e+06,9.9693e-01,1.0127e+00,3.0389e+04,1.5622e+06,3.5443e-03,1.4799e+03,3.5288e-03,1.4764e+03,3.6103e-03,1.4943e+03
25,3.0521e+06,-6.3761e+02,2.6746e+02,-6.2512e+09,1.3627e+00,4.2321e+00,4.8434e+00,-9.3920e+02,-3.1586e+00,-1.0029e+03,1.3641e+02,-1.0240e+03,1.9160e+03,-7.1530e+02,0.0000e+00,4.8802e-04,8.4077e+00,9.0829e-02,3.0328e+02,1.1845e+05,1.6214e+07,9.9981e-01,1.0008e+00,1.7544e+05,9.7990e+06,2.0198e-02,1.7082e+03,2.0192e-02,1.7074e+03,2.0227e-02,1.7116e+03,5.2207e+04,-7.0049e+02,2.2328e+02,-1.1747e+08,1.9696e+00,7.0983e+00,5.4942e+00,-9.2750e+02,-1.4011e+02,-9.9900e+02,3.5419e+01,-1.0240e+03,4.0400e+02,-7.5982e+02,0.0000e+00,1.8565e-04,7.3453e+00,4.9541e-02,1.0399e+03,8.6422e+05,2.3088e+08,6.5307e-01,2.3920e+00,2.0069e+03,1.6711e+05,6.1122e-03,5.0237e+03,3.9835e-03,3.2820e+03,1.4706e-02,1.2005e+04,2.7618e+05,-6.6936e+02,2.2755e+02,-5.9383e+08,1.4627e+00,5.4504e+00,4.6883e+00,-9.3960e+02,-1.6555e+02,-1.0029e+03,2.2975e+01,-1.0240e+03,1.9160e+03,-7.1530e+02,0.0000e+00,5.4035e-04,8.6136e+00,9.0109e-02,3.0117e+02,7.2367e+04,9.5853e+06,9.9760e-01,1.0103e+00,1.7629e+04,8.8154e+05,2.0709e-02,1.3772e+03,2.0432e-02,1.3750e+03,2.2240e-02,1.3867e+03,3.2839e+05,-6.7431e+02,2.2716e+02,-7.1130e+08,1.5363e+00,5.6520e+00,4.6599e+00,-9.3696e+02,-1.6257e+02,-1.0019e+03,2.4354e+01,-1.0240e+03,1.9160e+03,-7.1530e+02,0.0000e+00,5.6623e-04,8.5729e+00,9.1397e-02,2.9229e+02,7.6574e+04,1.0059e+07,9.9757e-01,1.0103e+00,2.1558e+04,1.0481e+06,1.9090e-02,1.3490e+03,1.8852e-02,1.3468e+03,2.0402e-02,1.3584e+03
26,3.8698e+06,-6.0924e+02,2.5560e+02,-3.8822e+09,9.6945e-01,3.0303e+00,5.4126e+00,-8.9546e+02,-4.9786e+01,-9.8609e+02,7.3772e+01,-1.0240e+03,9.6300e+02,-6.9614e+02,0.0000e+00,3.3910e-04,7.3108e+00,1.0614e-01,3.3231e+02,2.5004e+05,5.1186e+07,9.9977e-01,1.0010e+00,7.2776e+04,6.3682e+06,1.9782e-03,3.9938e+03,1.9781e-03,3.9911e+03,1.9789e-03,4.0056e+03,1.4200e+05,-6.3881e+02,2.2827e+02,-1.4936e+08,1.3066e+00,3.9862e+00,5.8440e+00,-8.6948e+02,-1.0710e+02,-9.8007e+02,4.5752e+01,-1.0240e+03,1.8600e+02,-7.1545e+02,0.0000e+00,1.8280e-04,5.8434e+00,6.7332e-02,9.1566e+02,1.0086e+06,2.8765e+08,4.2242e-01,3.3194e+00,2.1658e+03,2.3269e+05,5.6229e-04,9.0555e+03,2.3615e-04,3.8264e+03,1.8773e-03,3.0036e+04,4.3842e+05,-6.2357e+02,2.3228e+02,-4.5017e+08,7.5091e-01,2.7920e+00,5.4938e+00,-9.0522e+02,-1.7444e+02,-9.8907e+02,3.1439e+01,-1.0240e+03,8.2200e+02,-6.8249e+02,0.0000e+00,2.7366e-04,7.3095e+00,9.7202e-02,3.6455e+02,1.6389e+05,3.9282e+07,9.9740e-01,1.0110e+00,7.4187e+03,7.1697e+05,1.9545e-03,4.1771e+03,1.9401e-03,4.1696e+03,2.0190e-03,4.2079e+03,5.8042e+05,-6.2730e+02,2.3140e+02,-5.9953e+08,8.8212e-01,3.0438e+00,5.4550e+00,-8.9799e+02,-1.6091e+02,-9.8669e+02,3.2470e+01,-1.0240e+03,8.2200e+02,-7.0095e+02,0.0000e+00,2.9345e-04,7.1233e+00,9.7764e-02,3.7163e+02,1.9383e+05,4.2367e+07,9.9737e-01,1.0111e+00,1.0388e+04,9.4910e+05,1.7462e-03,4.1116e+03,1.7342e-03,4.1040e+03,1.7994e-03,4.1434e+03
27,8.2617e+05,-6.1865e+02,1.8092e+02,-1.2378e+09,8.4919e-01,4.4426e+00,5.7871e+00,-9.1611e+02,-2.5513e+02,-9.7449e+02,-6.9838e+00,-1.0240e+03,1.3200e+02,-6.4830e+02,0.0000e+00,2.2790e-04,6.7610e+00,9.0627e-02,6.6551e+02,3.4898e+05,1.5124e+08,7.6896e-01,1.9251e+00,1.8998e+04,1.9988e+06,1.0586e-03,9.7535e+03,8.1406e-04,7.4973e+03,2.0370e-03,1.8797e+04,4.1752e+04,-5.8963e+02,1.7354e+02,-5.9622e+07,1.3887e+00,5.0571e+00,5.6650e+00,-7.7297e+02,-2.0253e+02,-9.6299e+02,-4.8053e+00,-1.0240e+03,8.3000e+01,-6.4209e+02,0.0000e+00,2.7981e-04,6.6905e+00,8.6435e-02,7.0522e+02,6.1323e+05,1.7082e+08,3.6456e-01,3.5626e+00,1.1045e+03,1.0046e+05,2.2985e-04,1.1801e+04,8.1111e-05,4.3034e+03,8.4082e-04,4.2017e+04,1.3345e+05,-6.1047e+02,1.6104e+02,-1.9730e+08,1.2217e+00,4.7903e+00,5.6465e+00,-7.9757e+02,-2.7445e+02,-9.6440e+02,-7.8448e+00,-1.0240e+03,1.1800e+02,-6.5285e+02,0.0000e+00,2.4006e-04,7.0072e+00,8.5075e-02,6.6015e+02,3.6889e+05,9.8959e+07,5.3728e-01,2.8606e+00,3.3220e+03,3.2110e+05,3.6782e-04,9.9894e+03,1.9630e-04,5.3686e+03,1.0580e-03,2.8563e+04,1.7520e+05,-6.0550e+02,1.6434e+02,-2.5692e+08,1.2761e+00,4.9248e+00,5.6499e+00,-7.9314e+02,-2.5805e+02,-9.6420e+02,-7.1175e+00,-1.0240e+03,1.1800e+02,-6.4143e+02,0.0000e+00,2.4750e-04,6.9043e+00,8.6006e-02,6.6071e+02,4.2004e+05,1.1353e+08,5.3727e-01,2.8607e+00,4.4231e+03,4.2155e+05,3.3541e-04,1.0252e+04,1.7874e-04,5.5097e+03,9.6697e-04,2.9314e+04
28,2.2163e+06,-7.0332e+02,2.2868e+02,-3.3167e+09,1.7743e+00,5.6521e+00,4.1935e+00,-8.9733e+02,-1.4468e+02,-9.8333e+02,-9.3102e+00,-1.0240e+03,1.9870e+03,-7.9817e+02,0.0000e+00,2.9029e-03,7.7110e+00,2.3363e-01,9.3352e+01,9.3867e+04,1.1667e+07,7.6891e-01,1.9257e+00,1.5442e+05,4.7100e+06,3.0683e-03,1.1491e+03,2.3600e-03,8.8222e+02,5.9020e-03,2.2244e+03,9.8980e+04,-7.9882e+02,1.4194e+02,-1.6824e+08,3.1502e+00,1.4535e+01,4.5968e+00,-9.0121e+02,-5.2266e+02,-9.8393e+02,-3.1150e+01,-1.0130e+03,2.0700e+02,-8.4830e+02,0.0000e+00,1.1178e-03,7.9362e+00,1.3860e-01,4.0563e+02,5.4552e+05,1.4372e+08,3.6407e-01,3.5789e+00,5.2899e+03,2.0842e+05,8.4802e-04,2.9520e+03,3.0799e-04,1.0765e+03,3.0438e-03,1.0508e+04,3.1559e+05,-7.1330e+02,1.9350e+02,-4.7899e+08,1.6255e+00,5.2633e+00,4.8999e+00,-8.9051e+02,-2.7150e+02,-9.8239e+02,-1.3801e+01,-1.0160e+03,7.6900e+02,-7.9288e+02,0.0000e+00,8.8736e-04,7.5544e+00,1.4392e-01,2.5233e+02,2.3803e+05,4.1156e+07,7.6634e-01,1.9442e+00,1.2520e+04,6.6452e+05,1.1628e-03,2.6980e+03,8.8893e-04,2.0707e+03,2.2746e-03,5.2215e+03,4.1457e+05,-7.3372e+02,1.8613e+02,-6.4722e+08,1.8412e+00,6.1537e+00,4.7471e+00,-8.9514e+02,-2.9915e+02,-9.8305e+02,-1.5040e+01,-1.0160e+03,7.6900e+02,-8.1073e+02,0.0000e+00,1.1407e-03,7.5910e+00,1.5528e-01,2.3731e+02,2.3900e+05,4.1077e+07,7.6603e-01,1.9467e+00,1.9083e+04,8.7198e+05,1.2895e-03,2.3918e+03,9.8570e-04,1.8355e+03,2.5244e-03,4.6303e+03
29,4.3040e+06,-8.3887e+02,1.9600e+02,-7.0655e+09,2.8888e+00,1.1451e+01,4.0084e+00,-9.9512e+02,-3.9883e+02,-1.0053e+03,8.7624e+00,-1.0240e+03,1.6000e+03,-8.7968e+02,0.0000e+00,3.5188e-03,7.6472e+00,2.8363e-01,9.2084e+01,1.3575e+05,2.1298e+07,9.9976e-01,1.0011e+00,2.9687e+05,8.4173e+06,2.1610e-02,7.1070e+02,2.1610e-02,7.0888e+02,2.1611e-02,7.1954e+02,1.9511e+05,-8.8730e+02,1.3401e+02,-3.3879e+08,3.6577e+00,2.0120e+01,4.2136e+00,-1.0015e+03,-6.7845e+02,-1.0090e+03,-1.7581e+01,-1.0240e+03,5.5500e+02,-9.0558e+02,0.0000e+00,2.1420e-03,8.0487e+00,2.2068e-01,2.0199e+02,2.4876e+05,5.7161e+07,5.3517e-01,2.8915e+00,1.1268e+04,3.7506e+05,1.2783e-02,9.8530e+02,6.8280e-03,5.2931e+02,3.7169e-02,2.8202e+03,5.6562e+05,-8.6666e+02,1.3555e+02,-9.5930e+08,2.9490e+00,1.7108e+01,3.8286e+00,-9.9523e+02,-6.1983e+02,-1.0053e+03,-9.0956e+00,-1.0240e+03,1.6000e+03,-9.0592e+02,0.0000e+00,3.6596e-03,7.8737e+00,2.8834e-01,6.8399e+01,4.2973e+04,6.3142e+06,9.9111e-01,1.0459e+00,4.0758e+04,1.0816e+06,2.2689e-02,4.2653e+02,2.2374e-02,4.2479e+02,2.4466e-02,4.3447e+02,7.6073e+05,-8.7196e+02,1.3546e+02,-1.2981e+09,3.1111e+00,1.7632e+01,3.7667e+00,-9.9658e+02,-6.3078e+02,-1.0059e+03,-1.0495e+01,-1.0240e+03,1.6000e+03,-9.0592e+02,0.0000e+00,4.0453e-03,7.7583e+00,2.9681e-01,6.9666e+01,4.5870e+04,6.5993e+06,9.9079e-01,1.0476e+00,5.8111e+04,1.4536e+06,2.4526e-02,4.1020e+02,2.4191e-02,4.0854e+02,2.6426e-02,4.1777e+02
30,3.3028e+06,-6.4017e+02,2.3419e+02,-3.8183e+09,1.2315e+00,3.8772e+00,5.2735e+00,-8.8815e+02,-9.0471e+01,-9.7470e+02,4.6696e+01,-1.0240e+03,8.6200e+02,-7.1281e+02,0.0000e+00,4.6360e-04,7.9180e+00,1.2055e-01,3.0677e+02,2.8583e+05,5.6925e+07,9.9975e-01,1.0010e+00,7.6162e+04,5.9606e+06,9.3024e-04,3.7774e+03,9.3007e-04,3.7741e+03,9.3091e-04,3.7917e+03,8.7913e+04,-7.4214e+02,1.8748e+02,-1.1782e+08,2.0861e+00,7.3526e+00,5.3814e+00,-8.9815e+02,-3.0180e+02,-9.7680e+02,2.5515e+00,-1.0100e+03,9.7000e+01,-8.1627e+02,0.0000e+00,4.4440e-04,7.1017e+00,9.7636e-02,6.4697e+02,1.1813e+06,3.5060e+08,4.2211e-01,3.3256e+00,2.2304e+03,1.5764e+05,6.1242e-04,5.7789e+03,2.5728e-04,2.4413e+03,2.0437e-03,1.9175e+04,4.7468e+05,-6.4956e+02,2.0172e+02,-5.5681e+08,1.0646e+00,3.8607e+00,5.5411e+00,-8.8531e+02,-2.3687e+02,-9.7422e+02,5.5240e+00,-1.0230e+03,4.8500e+02,-6.8370e+02,0.0000e+00,2.5620e-04,7.4208e+00,9.1918e-02,4.7638e+02,2.7949e+05,6.8945e+07,9.9790e-01,1.0090e+00,8.6680e+03,8.5246e+05,5.8703e-04,5.2554e+03,5.8439e-04,5.2476e+03,5.9822e-04,5.2886e+03,5.6259e+05,-6.6403e+02,2.0237e+02,-6.7463e+08,1.1650e+00,4.0632e+00,5.4868e+00,-8.8885e+02,-2.4275e+02,-9.7470e+02,5.2935e+00,-1.0230e+03,4.8500e+02,-7.1386e+02,0.0000e+00,3.0921e-04,7.3961e+00,9.7667e-02,4.5638e+02,3.1237e+05,7.3991e+07,9.9774e-01,1.0097e+00,1.0983e+04,1.0099e+06,6.3478e-04,4.9553e+03,6.3199e-04,4.9476e+03,6.4667e-04,4.9873e+03
31,2.5423e+06,-7.7061e+02,2.5012e+02,-4.6594e+09,2.1583e+00,7.2504e+00,4.3881e+00,-9.7974e+02,-1.0579e+02,-1.0056e+03,4.2945e+01,-1.0240e+03,1.7460e+03,-8.7165e+02,0.0000e+00,1.2807e-03,7.9741e+00,1.4114e-01,2.3165e+02,1.7345e+05,2.6314e+07,9.9975e-01,1.0011e+00,1.6776e+05,6.0423e+06,2.0485e-02,1.1065e+03,2.0476e-02,1.1047e+03,2.0553e-02,1.1139e+03,9.5065e+04,-8.3895e+02,1.7948e+02,-1.8968e+08,3.1998e+00,1.4698e+01,4.5767e+00,-9.7857e+02,-4.9686e+02,-1.0052e+03,-8.5601e+00,-1.0240e+03,6.0500e+02,-8.8553e+02,0.0000e+00,7.7803e-04,8.3532e+00,1.0292e-01,4.9749e+02,4.5416e+05,1.1176e+08,4.7953e-01,3.0955e+00,5.4411e+03,2.2438e+05,1.1558e-02,1.6706e+03,5.5102e-03,8.0194e+02,3.6398e-02,5.1572e+03,3.3051e+05,-8.0492e+02,1.8685e+02,-6.3270e+08,2.3280e+00,9.5836e+00,4.4486e+00,-9.7774e+02,-4.0695e+02,-1.0048e+03,-2.9839e+00,-1.0240e+03,1.3140e+03,-8.4865e+02,0.0000e+00,9.0646e-04,8.3657e+00,1.1826e-01,2.8708e+02,1.1777e+05,1.8446e+07,7.6731e-01,1.9385e+00,1.9566e+04,7.8017e+05,1.7221e-02,1.0183e+03,1.3184e-02,7.8226e+02,3.3666e-02,1.9665e+03,4.2557e+05,-8.1252e+02,1.8577e+02,-8.2238e+08,2.4918e+00,1.0434e+01,4.3760e+00,-9.7788e+02,-4.1988e+02,-1.0048e+03,-3.6584e+00,-1.0240e+03,1.3140e+03,-8.7203e+02,0.0000e+00,1.0289e-03,8.3189e+00,1.2365e-01,2.7690e+02,1.2600e+05,2.0104e+07,7.6721e-01,1.9395e+00,2.6939e+04,1.0042e+06,1.7186e-02,9.7344e+02,1.3151e-02,7.4773e+02,3.3676e-02,1.8803e+03
32,2.5551e+06,-6.2554e+02,2.4358e+02,-3.2329e+09,1.3367e+00,3.9143e+00,4.8269e+00,-8.7082e+02,-3.2432e+01,-9.6714e+02,1.1128e+02,-1.0240e+03,1.4670e+03,-7.1262e+02,0.0000e+00,9.3613e-04,7.8315e+00,1.5429e-01,1.9530e+02,1.5176e+05,2.2062e+07,7.6890e-01,1.9259e+00,1.0086e+05,5.1616e+06,1.9767e-03,2.3449e+03,1.5202e-03,1.8006e+03,3.8032e-03,4.5370e+03,1.0591e+05,-7.2647e+02,1.5674e+02,-1.5563e+08,2.4168e+00,9.9826e+00,5.1920e+00,-8.7100e+02,-3.9161e+02,-9.6714e+02,3.4318e+01,-1.0230e+03,1.2700e+02,-7.6425e+02,0.0000e+00,4.5143e-04,7.4480e+00,9.3085e-02,5.9500e+02,6.7557e+05,1.8521e+08,5.3718e-01,2.8619e+00,3.4793e+03,2.1276e+05,4.7367e-04,5.6397e+03,2.5305e-04,3.0317e+03,1.3608e-03,1.6114e+04,3.7200e+05,-6.5035e+02,2.0168e+02,-4.8936e+08,1.2923e+00,4.3523e+00,4.7272e+00,-8.7200e+02,-2.0708e+02,-9.6723e+02,4.6445e+01,-1.0240e+03,1.4670e+03,-7.1262e+02,0.0000e+00,8.8479e-04,7.9790e+00,1.4198e-01,2.0237e+02,7.5779e+04,1.0114e+07,7.6623e-01,1.9447e+00,1.5342e+04,7.4439e+05,1.8766e-03,1.9428e+03,1.4349e-03,1.4903e+03,3.6667e-03,3.7655e+03,4.7791e+05,-6.6722e+02,1.9520e+02,-6.4499e+08,1.4668e+00,4.9398e+00,4.6189e+00,-8.7200e+02,-2.2800e+02,-9.6732e+02,4.5430e+01,-1.0240e+03,1.4670e+03,-7.3753e+02,0.0000e+00,1.0744e-03,7.8990e+00,1.5119e-01,1.8563e+02,7.8128e+04,1.0096e+07,7.6600e-01,1.9466e+00,2.1926e+04,9.5551e+05,1.9051e-03,1.7839e+03,1.4567e-03,1.3681e+03,3.7227e-03,3.4590e+03
